#Name	PubChem	MP
"1,4-diacetoxybutane"	69410	13
phosphorous tribromide	24614	-41.5
4'-fluoro-3'-nitroacetophenone	2734612	48
(1E)-1-[4-(dimethylamino)phenyl]-5-phenylpent-1-en-3-one	2750650	93
"benzene, (1-chloroethenyl)-"	69250	-23
hexamethyldisiloxane	24764	-66
octanamide	69414	108
etamiphyllin	28329	75
"3,3-dimethyl-4-phenylazetidin-2-one"	2754218	150
pencycuron	91692	130
hydantoin	10006	220
penconazole	91693	58.5
3-tetradecanone	69418	34
"5-methyl-2-(2,4,4,7-tetramethyl-3,4-dihydro-2H-chromen-2-yl)phenyl 4,7,7-trimethyl-3-oxo-2-oxabicyclo[2.2.1]heptane-1-carboxylate"	3520686	136
4-(4-morpholinyl)aniline	75655	131
"phenol, 3-(diethylamino)-"	7062	78
fluorobenzene	10008	-42.2
2-Methylpropan-1-ol	6560	-108
"acetamide, 2,2,2-tribromo-"	13257766	121.5
3-aminopyridine	10009	64.5
isobutyraldehyde	6561	-65.9
methacrolein	6562	-81
methyl 2-(chlorosulfonyl)benzoate	117830	62
2-chlorobutane	6563	-140
"1,2-dichloropropane"	6564	-100
3-nitro-5-(trifluoromethyl)aniline	2775709	79
methyl (S)-lactate	94386	-44
"2,3-dichloro-1-propene"	6565	-83
4-amino-2-bromopyridine	346455	98
"1,2-diaminopropane"	6567	-37
2-butanol	6568	-114.7
2-butanone	6569	-86.6
3'-chloropropiophenone	587128	46
m-acetylbenzoic_acid	220324	172
4'-(4-nitrobenzyloxy)acetophenone	2801340	130
4-amino-3-nitrophenol	3758882	151
"N,N'-dibenzoylhydrazine"	13085	239
"(2E)-6-methoxy-8-methyl-2-(phenylmethylidene)-3,4-dihydronaphthalen-1(2H)-one"	2754220	97
"o,p'-DDT"	13089	75
"8-methoxy-3,3-dimethyl-4-propyl-3,4,5,6-tetrahydro-2H-benzo[h]chromen-2-one"	2754223	129
"1,8-octanediol"	69420	63
piperonaldoxime	73719189	115
hexadecanamide	69421	107
2-nonadecanone	69423	57
4-bromo-3-nitrotoluene	79224	31
"benzamide, 3,5-dinitro-N-(4-phenylbutyl)-"	2755820	166
2-iodo-5-nitrotoluene	79225	102
"naphthalene, 1,2,3,4-tetrahydro-5-methyl-"	17768	-23
"1,2-dibromo-1,1,2,2-tetrachloroethane"	69426	202.5
tridecan-7-one	10015	33
"5,5,8,8,11a,13-hexamethyldecahydro-2H-3,11c-ethanophenanthro[1,10-de][1,3]dioxine-1,11,12-trione"	5149314	197
"4-hydroxy-7,7,10,10,13-pentamethyldecahydro-4H-1,12-methanocyclopenta[d]furo[4',3':1,8a]naphtho[2,3-e][1,3]dioxin-14(11aH)-one"	5149315	204
D-xylose	135191	149
"(Â±)-1-[2,4-Dichloro-b-[(7-chlorobenzo[b]thien-3-yl)methoxy]phenethyl]imidazole"	65863	146
"7,7,10,10,13-pentamethyldecahydro-4H-1,12-methanocyclopenta[d]furo[4',3':1,8a]naphtho[2,3-e][1,3]dioxine-4,14(11aH)-dione"	5149316	252
indole-7-carboxaldehyde	2734629	88
"3-[(2-hydroxy-2-methylbutyl)amino]-1,7,7-trimethylbicyclo[2.2.1]heptan-2-ol"	2750668	119
5-chloro-2-nitrophenol	11900	41
chloroacetone	6571	-44.5
"quinoxaline, 1,2,3,4-tetrahydro-"	77028	99
methyl 2-amino-4-chlorobenzoate	80001	67
(Diphenylphosphoryl)(mesityl)methanone	166480	90
"methyl 3,5-dimethylbenzoate"	32786	32
"1,1,2-trichloroethane"	6574	-36.6
1-ethyl-2-methylbenzene	11903	-80.8
o-methylstyrene	11904	-68.5
trichloroethene	6575	-84.7
dichloroacetaldehyde	6576	-37.5
chloroacetylchloride	6577	-22
proquazone	31508	137.5
"5-(2,3-dichlorophenyl)-1h-tetrazole"	4690559	181
6-bromo-2-methylquinoline	522885	103
proprionamide	6578	81.3
acrylamide	6579	84.5
1-Methyl-2-nitrosobenzene	11909	73.5
"2-bromo-3,3-dimethylbutane"	58223256	25
9-phenyl-9h-fluorene	13091	147
ethyl 1h-indazole-5-carboxylate	1501980	123
3-hydroxy-5-methylisoxazole	24781	86.5
"4-methyl-2h-1,4-benzoxazin-3(4h)-one"	89032	59
"benzoylhydrazine, o-hydroxy"	13637	148.5
N-(N-propyl)maleimide	89033	25
"1-piperidinyloxy, 4-[[[[bis(1-aziridinyl)phosphi"	13676653	102.5
"6,7-dihydroxy-4-methylcoumarin"	5319502	275
sulfasomizole	69433	192
"2,4,6-trichlorophenylhydrazine"	79234	142
"2,3-dichlorodibenzo-p-dioxin"	34586	163
"1-(2-bromo-2-phenylethyl)-4,7,7-trimethyl-2-oxabicyclo[2.2.1]heptan-3-one"	2750673	206
3-hydroxybenzaldehyde	101	108
6-chlorochroman-4-one	95273	102
"(2R)-2,5,7,8-Tetramethyl-2-[(4R,8R)-4,8,12-trimethyltridecyl]chroman-6-ol"	14985	2
3-hydroxybenzyl_alcohol	102	72
diethoxymethane	10024	-66.5
"2,4-diamino-6-undecyl-1,3,5-triazine"	75673	120
"1-(2,4-difluorophenyl)piperazine"	2734637	75
tetraphenylethylene	69437	224
"4-[bromo(phenyl)methyl]-1,8,8-trimethyl-3-oxabicyclo[3.2.1]octan-2-one"	2750677	141
6-methoxypyridine-3-carboxaldehyde	3364576	51
"(1S)-1,5-Anhydro-1-[(9R)-4,5-dihydroxy-2-(hydroxymethyl)-10-oxo-9,10-dihydroanthracen-9-yl]-D-glucitol"	14989	148
chloroacetamide	6580	121
"methyl 2,4-dihydroxybenzoate"	16523	119.5
1-fluorononane	10029	1
acrylic_acid	6581	13
8-methylquinoline	11910	-80
3-phenylpropanoic_acid	107	49
4-[2-(4-nitrophenoxy)ethyl]morpholine	800881	80
5-aminoquinoline	11911	110
n-methylacetamide	6582	28
borneol	1201518	207
methyl_acetate	6584	-98
Acitretin	41317	228
"acetamide, 2-(benzoyloxy)-n,n-bis(2-propenyl)-"	14033041	42.5
"n,n-dimethylbenzamide"	11916	44
nitroethane	6587	-89.5
"1,1,2,2-tetrabromoethane"	6588	0
"1,1-diphenylethane"	11918	-17.9
"2,3-dimethylbutane"	6589	-128.8
"2-amino-9h-pyrido[2,3-b]indole"	62805	202
"a,a'-dichloro-o-xylene"	11919	56
methyl phenylsulfonyl acetate	555619	35
m-acetoxy_benzoic_acid	238669	133
griseofulvin	3512	220
4-fluoro-3-(trifluoromethyl)benzenesulfonamide	28306931	162
"1h-indole-3-acetamide, n-[(4-meo-ph)me]-5-no2-al"	10665748	274.5
Efosin	197785	41
guaiazulene	3515	32
guaifenesin	3516	78.8
5-aminomethyl-2-chloropyridine	7020927	30
"4-hydroxy-1-methyl-3-{(4Z)-4-[2-(4-nitrophenyl)hydrazinylidene]-5-oxo-4,5-dihydro-1H-pyrazol-3-yl}quinolin-2(1H)-one"	6827582	300
"bicyclo[2.2.2]oct-7-ene-2,3,5,6-tetracarboxylic dianhydride"	102679	360
guanfacine	3519	226
4-fluoro-2-(trifluoromethyl)benzenesulfonamide	28306937	167
"1,2,5,6-tetrahydroxy-9,10-anthracenedione"	69440	340
2-nitrophenyl 2-methylphenyl ether	97540	39.5
"4-[hydroxy(phenyl)methyl]-1,8,8-trimethyl-3-oxabicyclo[3.2.1]octan-2-one"	2750680	156
"2,3-dichloronitrobenzene"	18555	61.5
6-bromoquinoline	79243	24
"1,3-dimethyl-2,4,6-trinitrobenzene"	69442	184
"2,3-dimethoxybenzaldoxime"	95281	99
"benzene, 1-chloro-2-isocyanato-"	76833	30.5
trifenmorph	14993	175
N-(bromomethyl)phthalimide	79244	147
dinoterb	14994	126
3-chloro-4-iodoaniline	282926	68
"ethyl 4-{[(Z)-(4,7,7-trimethyl-3-oxobicyclo[2.2.1]hept-2-ylidene)methyl]amino}benzoate"	4665947	105
4'-methyl-3'-nitroacetophenone	79246	60
fenchone	1201521	6
1-tritylimidazole	618231	222
"n,s-diacetylcysteamine"	14997	32.5
"1,2-propadiene"	10037	-136.2
di(2-ethybutyl)adipate	24799	-15
"1,3,5-tribenzylhexahydro-1,3,5-triazine"	75685	50
"1-[(E)-(4,7,7-trimethyl-3-oxobicyclo[2.2.1]hept-2-ylidene)methyl]urea"	2750687	197
ketene	10038	-151
buprenorphine	644073	210
2-methylpropanoic_acid	6590	-46
"1H-pyrazole, 3,4,5-trimethyl-"	18969809	138
2-Chloro-4-methylquinoline	69449	56.85
Thioxomethanone	10039	-139
o-hydroxymethyl_benzoic_acid	11920	126
"1,1,2,2-tetrachloroethane"	6591	-43.8
2-nitro-benzylchlorid	11921	51
teclozan	21723	140
"2,3,5,6-tetrafluorophenyl hydrazine"	69552	92
2-nitrobenzyl_alcohol	11923	72
"1,2,5-trichloro-3-iodobenzene"	20269860	52
methacrylamide	6595	110
3-methylquinoline	11926	16.5
7-methylquinoline	11927	39
2-chloroquinoline	11928	38
"thiourea, n-(2-hydroxyethyl)-n'-2-propenyl-"	2735273	78
guanidine	3520	50
"3,5-dimethylbicyclo[4.2.0]octa-1,3,5-trien-7-one"	302327	48
prunetin	5281804	239.5
"1-(3-methoxy),2-dibenzoyl-1-tert-butylhydrazine"	15452026	188.5
"ethyl 5,6-dimethoxyindole-2-carboxylate"	85385	177
"1h-imidazole, 2,4,5-triphenyl-"	10232	275
2-chloro-4-iodoaniline	282930	70
"2,2-dimethylpropane"	10041	-16.4
3-methyl-4-nitro-1h-pyrazole	79255	133
"2,2,3-trimethylbutane"	10044	-25
2-iodo-1-tritylimidazole	618240	171
"1,2,4,5-tetraisopropylbenzene"	69456	119
"3,3-dimethyl-2-butanol"	10045	4.8
2-bromo-1-tritylimidazole	618242	205
5-chloroquinoline	69458	45
4-hydroxybenzyl_alcohol	125	112
4-dimethylaminochalcone	95297	114
"1,1'-(1E,3E,5E)-Hexa-1,3,5-triene-1,6-diylbis(4-nitrobenzene)"	4658505	240.35
"3,3-dimethoxy-5-methylandrostan-14-ol"	3883258	147
4-hydroxybenzaldehyde	126	118
"1,3,5-triphenylbenzene"	11930	173
"5-(4-Nitro-phenyl)-2-phenyl-4-(phenyl-hydrazono)-2,4-dihydro-pyrazol-3-one"	6793441	240
"3,3'-dimethylbiphenyl"	11931	9
"2,4-dichloro-6-iodoaniline"	7577525	80
2-methylanthracene	11936	209
"10,13-dimethylhexadecahydrospiro[cyclopenta[a]phenanthrene-17,2'-[1,3]dioxolane]"	567563	143
"ketone, 2,4-dimethylpyrrol-3-yl methyl"	15163	137.5
"2,2-Dimethyl-5-[(5-phenyl-2-furyl)methylene]-1,3-dioxane-4,6-dione"	743982	143
2-aminoanthracene	11937	238.8
"benzoylhydrazine, p-bromo"	22219	166
"5-{[5-(2-Methoxyphenyl)-2-furyl]methylene}-2,2-dimethyl-1,3-dioxane-4,6-dione"	743985	147
"1-(3-fluoro),2-dibenzoyl-1-tert-butylhydrazine"	15452031	176.5
"1-(4-trifluoromethyl),2-dibenzoyl-1-tert-butylhy"	15452032	228.5
"1-(3-trifluoromethyl),2-dibenzoyl-1-tert-butylhy"	15452033	203.5
"1-(2-trifluoromethyl),2-dibenzoyl-1-tert-butylhy"	15452034	172.5
"pentacosane, 13-undecyl-"	296262	9.7
"glycine, n-(4-aminobenzoyl)-"	2148	198.5
"1,2,3,4-tetrahydroquinoline"	69460	20
"(1S)-1,7,7-Trimethylbicyclo[2.2.1]heptan-2-one"	10050	179
"N,N,N',N',N'',N''-Hexamethylphosphoric triamide"	12679	7.2
1-(2-bromoethyl)-4-nitrobenzene	79266	69
2-thiophenemethanol	69467	0
4-hydroxybenzoic_acid	135	217
ethylcyclohexane	15504	-111.3
"9,10-dihydroanthracene"	11940	111
rhodanine	1201546	169
n-propylcyclohexane	15505	-94.9
"4,4'-dimethylbiphenyl"	11941	121
butylcyclohexane	15506	-74.7
4-methoxybiphenyl	11943	90
isobutylcyclohexane	15508	-95
6-nitroquinoline	11945	153.5
Vinyl 2-ethylhexanoate	62343	-90
7-nitroquinoline	11946	132.5
4-bromobiphenyl	7101	91.5
4-aminobiphenyl	7102	53.5
dimethyl 5-aminoisophthalate	66831	180
4-phenylphenol	7103	165
isopropazol	3083545	80
4-hydroxymethyl-4-methyl-1-phenyl-3-pyrazolidone	92238	125
3-methyldecane	92239	-76
"2,5-diphenyloxazole"	7105	72
"1-propene, 3-iodo-"	11166	-99.3
"2H-1,3-benzoxazine-3(4H)-acetamide, 2-oxo-"	29083	203
7-hydroxyisoquinoline	459767	227
Xanthene	7107	101
"1,4-diazabicyclo(2,2,2)octane (dabco)"	9237	159
phenothiazine	7108	185
Thianthrene	7109	159
"3,3,3-trifluoro-N-(3-methylphenyl)-2-(trifluoromethyl)propanamide"	1938111	175
O-Phosphoethanolamine	25022057	242
"6h-purin-6-one, 2-amino-1,7-dihydro-7-methyl-"	11361	370
2-methoxy-5-nitrophenol	69471	105
4-methoxyphenylacetamide	241868	186
"N-(2-hydroxy-1,2-diphenylethyl)formamide"	2748038	205
ethyl 7-methoxybenzo[b]furan-2-carboxylate	521284	85
"(3Z)-3-[(2,5-dichlorophenyl)hydrazono]-1,1,1-trifluoropentane-2,4-dione"	1811498	84
"2,2'-dichlorobenzil"	89076	134
4-(5-iodo-2-pyridyl)morpholine	2795362	133
d6-anthrquinone dye	23424565	164
tridecanal	25311	14
cocaine	5315982	98
2-methyl-2-butanethiol	15511	-104
"N,N'-[(E)-diazene-1,2-diyldibenzene-3,1-diyl]dibenzamide"	2749924	285
"N,N'-[(E)-diazene-1,2-diyldibenzene-3,1-diyl]diacetamide"	2749925	272
mono-methyl_terephthalate	15513	221
"(5R,10Z)-6,7,8,9-tetrahydro-5H-benzo[9]annulen-5-ol"	5149367	97
iopydol	21751	161
N-(3-{(Z)-[3-(acetylamino)phenyl]-NNO-azoxy}phenyl)acetamide	2749927	254
N-{3-[(Z)-{3-[(phenylcarbonyl)amino]phenyl}-NNO-azoxy]phenyl}benzamide	2749928	247
"3,4-dimethylbenzamide"	21755	102
n-methylbenzamide	11954	82
"4,4'-dibromobiphenyl"	7110	164
benzhydrazide	11955	115
"Methyl (1S,2'R,7a'S)-2-oxo-1',2',5',6',7',7a'-hexahydro-2H-spiro[acenaphthylene-1,3'-pyrrolizine]-2'-carboxylate"	11638360	144.85
benzidine	7111	120
n-methyl-n-nitrosobenzeneamine	11957	14.7
"4,4'-biphenol"	7112	283
4-acetylbiphenyl	7113	121
"diethyl (4'E)-4,4'-(E)-methylylidenebis(5-oxo-1-phenyl-4,5-dihydro-1H-pyrazole-3-carboxylate)"	2750322	180
p-nitrobiphenyl	7114	114
7-amino-4-methylcoumarin	92249	227
"1,1':4',1''-terphenyl"	7115	210.1
"trans-1,2-diethylcyclopentane"	22211772	-95
Methyl nitrite	12231	-16
2-Methoxynaphthalene	7119	74
"benzyl 2,3,4-tri-O-acetyl-6-deoxyhexopyranoside"	538450	112
2-bromo-5-nitrotoluene	251672	78
"2,7-dichlorodibenzo-p-dioxin"	38193	209
2-methyloctane	18591	-80.3
1-boc-4-piperidinemethanol	2764081	80
haloperidol	3559	151.5
"7,8-dihydro-6H-cyclopenta[g]phthalazine-1,4-dione"	45005759	310
p-mercaptophenol	69482	29.5
dimepheptanol	28397	127
"N-boc-2,4-dichloro-L-phenylalanine"	2734683	135
5-chlorobenzoxazole	28398	44
2-isopropyl-6-methylphenol	18598	-14.5
"4,6-dimethylbenzene-1,3-diyl bis(trifluoroacetate)"	2752646	121
calix[6]arene	2724885	418
"N,N',N'',N'''-biphenyl-2,2',4,4'-tetrayltetraacetamide"	2749933	283
5-chloroindole-3-carboxaldehyde	2795374	211
"1,3-diacetylurea"	69487	154.5
4-bromo-3-nitroanisole	79288	31
disperse red 9	23423990	171
tiocarlide	3001386	146
"2-pyridinamine, 5-nitro-"	77888	187
octyl decyl adipate	8043	-50
"1,5-dimethylcyclopentene"	86014	-118
p-tolyl_benzoate	11962	70
2-ethyl-2-oxazoline	66412	-62
"ethanone, 1-(2,4,5-trimethylphenyl)-"	74878	10.5
4-(2-thienyl)aniline	1072474	76
triadimenol	41368	135.5
"N,N-Diethylbenzene-1,4-diamine"	7120	27
N-benzyloxycarbonyl-D-serine	489184	118
1-(2-naphthalenyl)ethanone	7122	56
2-amino-6-(trifluoromethyl)pyridine	821024	88
prednisolone 21-diethylaminoacetate	21841	176
benzyl 4-bromophenyl ketone	519738	111
ethyl 5-nitro-2-furoate	70341	101
clobetasol	4630419	196.25
"2-bromo-1-chloro-1,1-difluoroethane"	3083566	-76
"pentane, 1,5-dibromo-"	8100	-39.5
halothane	3562	-118
3-fluoro-5-hydroxypyridine	2762906	163
3-nitropyridine	137630	40
N-benzyloxycarbonyl-D-norleucine	7004935	57
"4-allyl-1,2-dimethoxy-benzene"	7127	70
"10-Bromo-11b-(2-fluorophenyl)-2,3,7,11b-tetrahydrooxazolo[3,2-d][1,4]benzodiazepin-6(5H)-one"	3563	185
methyl 3-(3-hydroxy-4-methoxyphenyl)propanoate	2752053	78
2-ethoxynaphthalene	7129	36
5-chloro-4-methyl-2-nitroaniline	251681	161
4-methyl-pentylamine	219608	-94.4
3-(2-Chloro-6-fluorophenyl)-1H-isochromen-1-one	57387764	240.85
(~2~H_20_)Nonane	16212983	-53
3-methyl-2-nitroanisole	79291	50
5-chloro-2-methoxybenzaldehyde	3718356	77
tetradecanamide	69492	104
chlorodiiodomethane	69493	-4
"3,6-bis(3-bromopropoxy)acridine"	2748059	142
2-hydroxy-3-methyl-5-nitropyridine	89097	230
"4,5-dichloro-o-phenylenediamine"	79297	160.5
"trans-1,2-dimethylcyclopropane"	6427079	-150
3-fluorobenzophenone	2779349	50
"3,4-difluoro-dl-phenylalanine"	716295	233
phenadoxone	10089	75.5
dimethamrtryne	31573	65
o-hydroxyacetanilide	11972	208
"[4,4]db24c6-dibenzo crown ether"	84238	104
"methanone, (4-chlorophenyl)phenyl-"	8653	77.5
2-(2-naphthyloxy)ethanol	7131	76.7
"1-benzoyl-2,3-dimethyl-1H-indole"	639775	98
o-phenylbenzyl_alcohol	76229	50
5-methylindole	11978	60
posaconazole	21910730	171
"diethylene diglycol, dinitrate"	61198	-11.3
benzoyl t-butyl peroxide	11966	8
5-methylbenzimidazole	11979	112
o-methoxyacetanilide	7135	87.5
hecogenin	3573	266.5
glycidyl 4-methoxyphenyl ether	16646	47
"2,4-dimethoxy-6-methylbenzaldehyde"	251691	65
2-chloro-4-methylpyrimidine	11629607	47
ethyl 5-methylindole-2-carboxylate	232919	163
"oxazole, 4,5-dihydro-2,4,4-trimethyl-"	74496	114
"5,11-dimethoxy-2,8-dioctylbenzo[1,2-f:4,5-f']diisoindole-1,3,7,9(2H,8H)-tetrone"	2748063	238
"[1,4]benzodioxino[2,3-b]quinoxaline"	2748065	256
ampicillin trihydrate	2174	198
"formamide, n,n-diphenyl-"	69081	73.5
"N-{3,5-dinitro-2,4-bis[(E)-2-phenylethenyl]phenyl}acetamide"	2749952	171
"N,N'-{5-nitro-4,6-bis[(E)-2-phenylethenyl]benzene-1,3-diyl}diacetamide"	2749953	276
ethylene_glycol	174	-13
"N,N',N''-{2,4-bis[(E)-2-phenylethenyl]benzene-1,3,5-triyl}triacetamide"	2749954	330
ethalfluralin	41381	55.5
silicon tetraacetate	68419	110
"N,N-diethylbenzamide"	15542	30
acetic_acid	176	17
4-aminopyridine-3-carboxaldehyde	2761033	110
N-acetylmorpholine	15543	10
Colistin	5311054	210
acetaldehyde	177	-123.37
"N-acetyl-N-{3,5-dinitro-2,4-bis[(E)-2-phenylethenyl]phenyl}acetamide"	2749957	175
acetamide	178	81
acetoin	179	15
dimethipin	41385	165
chloridazon	15546	205
2-indanone	11983	54
perimethazine	62870	137.5
laudanosine	15548	89
2-methylbenzimidazole	11984	176.5
2-hydroxybenzimidazole	11985	315
4-(2-naphthylamino)phenol	7141	140
2-chlorobenzothiazole	11987	32
4-chloro-o-anisidine	7143	51
2-hydrazinobenzothiazole	11988	200
2-methylthiobenzothiazole	11989	44
2-hydroxy-6-methyl-5-nitropyridine	543053	235
4-methyl-2-methoxyphenol	7144	5.5
"5-Norbornene-2,3-dimethanol"	97724	85
"(1,2-dibromoethyl)benzene"	7145	75
"3,6-dichloro-4-methylpyridazine"	87923	87
"2-pyrrolidinone, 1-(2-hydroxyethyl)-"	76980	20
ethyl 2-amino-4-(4-methoxyphenyl)thiophene-3-carboxylate	727641	75
"4-amino-2,6-dichloropyridine"	137652	174
propiophenone	7148	18.6
"1-phenyl-1,2-ethanediol"	7149	67
Heptachlor	3589	95
"2,2',2''-[benzene-1,3,5-triyltris(oxy)]tris(4,6-dichloro-1,3,5-triazine)"	2748075	240
"diethyl 2,6-dihydroxy-4-(4-methoxyphenyl)-2,6-bis(trifluoromethyl)piperidine-3,5-dicarboxylate"	2753711	109
"3,5-Di-tert-butyl-4-hydroxy-N-o-tolyl-thiobenzamide"	5705383	258
acetone	180	-94.8
"3,5-di-tert-butyl-4-hydroxy-N,N'-bis(4-methylphenyl)benzenecarboximidamide"	5705385	207
borine trimethylamine	4355799	94
"3,5-Di-tert-butyl-4-hydroxy-N,N'-diphenyl-benzamidine"	5705386	131
"acetamide, 2-(benzoyloxy)-n,n-bis(2-methylpropyl"	14033054	44.5
4-bromo-5-fluoro-2-nitrotoluene	2779365	61
5-bromo-2-fluoro-3-methylpyridine	12056902	62
"3,5-di-tert-butyl-4-hydroxy-N'-methylbenzenecarboximidamide"	5705387	281
"(1Z,3Z)-Cycloocta-1,3-diene"	15550	-53
"3,5-di-tert-butyl-4-hydroxy-N,N'-dimethylbenzenecarboximidamide"	5705388	206
"N,N'-Diallyl-3,5-di-tert-butyl-4-hydroxy-benzamidine"	5705389	202
n-acetylglutamate	185	199
ethyl 5-amino-3-(methylsulfanyl)-1-(4-nitrophenyl)-1H-pyrazole-4-carboxylate	2755387	181
Ethyl (4-methyl-2-nitrophenyl)carbamate	2755737	65
Desonide	5311066	274
o-bromoaniline	11992	32
Desoximetasone	5311067	217
2-chloroiodobenzene	11993	0.7
"1,2-diiodobenzene"	11994	27
"ethyl 5-hydroxy-2-methyl-3-oxo-6-(2,2,3-trimethylcyclopent-3-en-1-yl)hexanoate"	2755515	132
"1,1'-biphenyl, octabromo-"	154382	225
methyl_benzoate	7150	-12
2-iodoaniline	11995	56.5
1-O-[16-(hexopyranosyloxy)-17-hydroxy-18-oxokauran-18-yl]hexopyranose	5131088	198
"8-quinolinol, 5,7-diiodo-"	3728	210
mcpp	7153	94
metaldehyde (tetramer)	61021	246
2-acetoacetotoluidide	7154	105
2-tolylbiguanide	7155	144
vindesine	429017	231
2'-chloroacetoacetanilide	7156	105
hesperetine	3593	227.5
hesperidin	3594	262
silvex	7158	181.6
2-chloro-6-nitroanisole	548512	58
"1H-Pyrazolo[3,4-b]pyridine, 4,6-dimethyl-1,3-diphenyl-"	714186	114
thioquinox	7159	180
hetacillin	3596	190
hexachlorophene	3598	166.5
"2,2'-methanediyldibenzene-1,3-diol"	2748082	255
2-chloro-5-nitrobenzamide	286562	179
"pyridine, 2-propyl-"	69320	2
"[benzene-1,3,5-triyltris(methanediyloxybenzene-5,1,3-triyl)]hexamethanol"	2748088	144
phenicin	160432	230
"1,2-benzenediamine, n,n,n',n'-tetramethyl-"	12803	8.9
adenosine	191	235.5
2-[(E)-2-(2-nitrophenyl)ethenyl]-1H-benzimidazole	2749975	215
3-hydroxycamphor	140836	205.5
adipic_acid	196	153
2-methyl-5-nitrobenzothiazole	76251	133
5-methoxy-2-methylbenzothiazole	76252	36
acediasulfone	66451	194
"1,4-naphthalenediol, 6-fluoro-2,3-dimethoxy-, di"	13608059	102.5
2-acetamido-5-aminopyridine	2735219	149
"3-(2-{[tert-butyl(dimethyl)silyl]oxy}propyl)-9a,12a-dihydro-1H-benzo[h]furo[2',3':4,5]furo[3,2-f]chromene-1,11(10H)-dione"	4536008	188
6-nitrobenzothiazole	76256	175
p-toluenesulfono-o-toluidide	66457	110
mono-methyl_isophthalate	601880	166
ethyl_benzoate	7165	-34
benzoylacetone	7166	59
"3,6-dibromo-2-methylpyridine"	2762946	38
"3,4-dichlorobenzamide"	137671	141
benzanilide	7168	163
phenyl_benzoate	7169	70
"4-amino-2,3,5,6-tetrafluoropyridine"	1270911	86
"5,10,13-trimethyltetradecahydrospiro[cyclopenta[a]phenanthrene-3,2'-[1,3]dioxolan]-17(2H)-one"	2748094	159
7-methylpteridine	589615	197
"methyl 6-formyl-2,3-dimethoxybenzoate"	2747763	83
"N,N'-ethylenebisacrylamide"	168964	142
"benzene, 1-ethoxy-2-fluoro-"	136291	-16.7
methyl 3-chloro-5-iodobenzoate	24721134	42
ethyl 2-furoate	11980	34
"phenol, 2,6-diiodo-4-nitro-"	9370	157
4'-bromo-2'-ethylacetanilide	2735223	143
hexaconazole	66461	111
"silane, ethyltrifluoro-"	13107654	-105
hydrohydrastinine	22301	66
beta-methylstyrene	12500	-27.1
synephrine	7172	184.5
"dimethyl 3,5-dioxo-4-quinolin-2(1H)-ylidenecyclopent-1-ene-1,2-dicarboxylate"	5706282	363
"ethanone, 1-(1h-indol-3-yl)-"	12802	192.3
"2,3-dimethylanisole"	76269	29
propyl-p-aminobenzoate	7174	75
"3-acetylandrostane-7,17-dione"	3521987	237
propylparaben	7175	97
monobromoneopentyltriol	87954	76
7-hydroxyflavone	5281894	246
pyruvic aldehyde dimethyl acetal	80650	-57
"2,3,4,6-tetra-o-benzyl-D-glucopyranose"	10940502	153
methocarbamol	4107	93
"4-piperidinamine, 2,2,6,6-tetramethyl-"	37524	17
methomyl	4109	78
anot	19141	199
"ethanone, 2-bromo-1-(4-bromophenyl)-"	7454	111
cyclazocine	19143	202.5
2-acetyl-3-aminothiophene	2735233	86
"N-(1,5-dimethyl-3-oxo-2-phenyl-2,3-dihydro-1H-pyrazol-4-yl)-3,3,3-trifluoro-2-(trifluoromethyl)propanamide"	1905714	238
"ethyl 1-benzyl-2,5-dioxo-1,5-dihydro-2H-chromeno[4,3-b]pyridine-3-carboxylate"	2754635	212
"1,1-dichlorofluoroethane"	15586	-103.5
tioclomarol	54708299	104
"benzenemethanamine, n,n-bis(phenylmethyl)-"	24321	91.5
dichlorodiethylsilane	15589	-96.5
"benzene, 1-fluoro-4-iodo-"	9605	-27
s-(-)-limonene	22311	-90
4-chloroiodobenzene	12510	57
"Chalcone, 4'-chloro-"	236807	96
"1,4-cyclohexanedione"	12511	78
o-phenylenethiourea	707035	298
parethoxycaine	7183	173
2-Ethoxy-2-methylpropane	12512	-94
2-iodopentane	12513	-50
butylparaben	7184	69
"2,5-dimethylthiophene"	12514	-62.6
"glucopyranoside, butyl, tetranitrate, ?-d-"	23424454	199
styramate	7186	111.5
"3,8-Cyclodecadiene-1,6-dione"	543095	184
2-[(Diphenylmethyl)sulfinyl]-N-hydroxyacetamide	3033226	159
3-tert-butyl-2-pyrazolin-5-one	520421	210
methoxsalen	4114	148
methoxychlor	4115	87
3'-chloro-4'-fluoroacetophenone	520422	39
methoxyflurane	4116	-35
3-fluoro-4-methoxyaniline	581110	82
Cephaloglycin	19150	237
"octahydro-4,8-ethenofuro[3',4':3,4]cyclobuta[1,2-f][2]benzofuran-1,3,5,7-tetrone"	252234	356
"ethyl 3,4,5-trimethylpyrrole-2-carboxylate"	137479	126
"phenol, 4-propoxy-"	29352	56.5
"Ethyl 2-amino-4,5,6,7-tetrahydrobenzo(b)thiophene-3-carboxylate"	78262	116
"2,4 diaminoanisole"	11976	67.5
1-methylisoquinoline	15592	10
"benzeneacetaldehyde, 4-methyl-"	61006	40
cyclododecanol	15595	77.5
4-Chloro-2-(methylsulfanyl)-6-(piperidin-1-yl)pyrimidine	71438371	83.85
ethyl 4-nitro-2-[(phenylcarbonyl)amino]benzoate	2749020	179
benzo[b]thiophene-2-methanol	2776335	100
